file_name,folder_name
Balance_sheets30Sept15_extracted.txt,Annual Reports
3. Nomura Financial Statement_extracted.txt,Annual Reports
balance-sheets-30sep18_extracted.txt,Annual Reports
unaudited-condensed-interim-financial-statements-300622_extracted.txt,Annual Reports
Annual-Report-2022_extracted.txt,Annual Reports
Financial-Highlights-For-Full-Year-2022-Results_extracted.txt,Annual Reports
Audited-Results-For-Year-Ended-31-Dec-2020_extracted.txt,Annual Reports
balance-sheets-31mar18_extracted.txt,Annual Reports
ar2022_extracted.txt,Annual Reports
financial-highlights_extracted.txt,Annual Reports
annual-report-2021_extracted.txt,Annual Reports
annual-report-2018_extracted.txt,Annual Reports
uobar2017_extracted.txt,Annual Reports
2. Financial-statements-SAMPLE_extracted.txt,Annual Reports
Balance_sheets30Jun15_extracted.txt,Annual Reports
selected-financial-statements-2022-en_extracted.txt,Annual Reports
liquidity-coverage-ratio-1q-2018_extracted.txt,Annual Reports
condensed-financial-statement-2q-2023-results_extracted.txt,Annual Reports
ar2021_extracted.txt,Annual Reports
interim-financial-statement-2q-2021_extracted.txt,Annual Reports
FSDF Financial Statements 2023_extracted.txt,Annual Reports
net-stable-funding-ratio-disclosure-4q-2018_extracted.txt,Annual Reports
liquidity-coverage-ratio-2q-2018_extracted.txt,Annual Reports
liquidity-coverage-ratio-3q-2018_extracted.txt,Annual Reports
Balance_sheets30Sept16_extracted.txt,Annual Reports
frsp-report_2016_extracted.txt,Annual Reports
condensed-financial-statement-2q-2024-results_extracted.txt,Annual Reports
liquidity-coverage-ratio-1q-2019_extracted.txt,Annual Reports
condensed-financial-statement-4q-2023-results_extracted.txt,Annual Reports
annual-report-2019_extracted.txt,Annual Reports
annual-report-2020_extracted.txt,Annual Reports
1. GAAP Financial Statements 2023_extracted.txt,Annual Reports
condensed-financial-statement-4q-2022_extracted.txt,Annual Reports
gp-financial-4q-2017_extracted.txt,Annual Reports
liquidity-coverage-ratio-2q-2019_extracted.txt,Annual Reports
pwc-iar-2023_extracted.txt,Annual Reports
net-stable-funding-ratio-disclosure-2q-2019_extracted.txt,Annual Reports
fy23 media release  financial highlights_extracted.txt,Annual Reports
condensed-financial-statement-4q-2021_extracted.txt,Annual Reports
gp-financial-3q-2017_extracted.txt,Annual Reports
balance-sheets-30june18_extracted.txt,Annual Reports
Balance_sheets31Mar16_extracted.txt,Annual Reports
gp-financial-2q-2017_extracted.txt,Annual Reports
condensed-financial-statement-2q-2022_extracted.txt,Annual Reports
unaudited-interim-financial-statements-30092021_extracted.txt,Annual Reports
ar2023_extracted.txt,Annual Reports
unaudited-results-for-first-quarter-ended-31-mar-2024_extracted.txt,Annual Reports
2023-annual-report-en_extracted.txt,Annual Reports
4th-frsp-report-2022-(final)_extracted.txt,Annual Reports
DBS_AR21_LR_extracted.txt,Annual Reports
balance-sheets-31mar19_extracted.txt,Annual Reports
selected-financial-statements-2021-en_extracted.txt,Annual Reports
Audited-Results-For-Year-Ended-31-Dec-2021_extracted.txt,Annual Reports
annual-report-2023_extracted.txt,Annual Reports
unaudited-results-for-second-quarter-ended-30-june-2024_extracted.txt,Annual Reports
gp-financial-1q-2019_extracted.txt,Annual Reports
unaudited-interim-financial-statements-310320_extracted.txt,Annual Reports
selected-fs-fy2020-en_extracted.txt,Annual Reports
ocbc 3q24 results press release_extracted.txt,Annual Reports
Balance_sheets30June17_extracted.txt,Annual Reports
unaudited-interim-financial-statements-310324_extracted.txt,Annual Reports
investment-marketoutlook-2023_extracted.txt,Annual Reports
balance-sheets-30sep17_extracted.txt,Annual Reports
liquidity-coverage-ratio-4q-2017_extracted.txt,Annual Reports
FSDF Financial Statement 2022_extracted.txt,Annual Reports
gp-financial-3q-2019_extracted.txt,Annual Reports
gp-financial-2q-2020_extracted.txt,Annual Reports
gp-financial-2q-2019_extracted.txt,Annual Reports
gp-financial-4q-2020_extracted.txt,Annual Reports
liquidity-coverage-ratio-3q-2017_extracted.txt,Annual Reports
Annual-ReportDec2016_extracted.txt,Annual Reports
FSDF Financial Statement 2021_extracted.txt,Annual Reports
gp-financial-4q-2019_extracted.txt,Annual Reports
liquidity-coverage-ratio-2q-2017_extracted.txt,Annual Reports
unaudited-results-for-nine-months-ended-30-september-2024_extracted.txt,Annual Reports
unaudited-interim-financial-statements-310323_extracted.txt,Annual Reports
Balance_sheets31March15_extracted.txt,Annual Reports
2022-annual-report-en_extracted.txt,Annual Reports
uobar2018_extracted.txt,Annual Reports
unaudited-interim-financial-statements-300621_extracted.txt,Annual Reports
UOBKH-AR2015_extracted.txt,Annual Reports
apma200810_33-34sg_extracted.txt,Investment and Market Research
MS_article_thebeatoutlook2025_extracted.txt,Investment and Market Research
financial-updates-1q-2020_extracted.txt,Investment and Market Research
financial-updates-3q-2020_extracted.txt,Investment and Market Research
finanalysis_sample_reports_extracted.txt,Investment and Market Research
BNY-2025-market-outlook-navigating-a-new-landscape_extracted.txt,Investment and Market Research
blackrock-bii-global-outlook-2025_extracted.txt,Investment and Market Research
GS-Markets-Outlook-2025-Trading-Tails-and-Tailwinds_extracted.txt,Investment and Market Research
"Macquerie_Global Outlook 2025_ Plan for growth, prepare for volatility - Report OTLK-REPORT-2025_extracted.txt",Investment and Market Research
merrill-cio-weekly-letter_extracted.txt,Investment and Market Research
e-tax-guide_tax-treatment-on-appropriation-of-trading-stock-for-non-trade-or-capital-purposes-and-conversion-of-non-trade-or-capital-assets-to-trading-stock_extracted.txt,Taxation
etaxguides_iit_tax-framework-for-corporate-amalgamations-(fourth-edition)_extracted.txt,Taxation
e-tax-guide-mtt-and-dtt_extracted.txt,Taxation
e-tax-guide-on-mergers-and-acquisitions-scheme-(seventh-edition)_extracted.txt,Taxation
income-tax-treatment-of-foreign-exchange-gains-or-losses-for-businesses-(fifth-edition)_extracted.txt,Taxation
etaxguides_cit_frs39_2015-03-16_extracted.txt,Taxation
etaxguide_filingincometaxcomputationsinnon-s-functional-currencies_extracted.txt,Taxation
regulatory-disclosures-pillar-3-disclosures-q2-2024_extracted.txt,Risk Management
pillar3-disclosures-2q-2023-results_extracted.txt,Risk Management
7 Credit Facilities to Directors Related Corporations etc 01 Nov 1985_extracted.txt,Risk Management
FAQ for Notice 658 and 1121_11Dec2024_extracted.txt,Risk Management
regulatory-disclosures-pillar-3-disclosures-q1-2024_extracted.txt,Risk Management
Credit Risk_extracted.txt,Risk Management
dbs-annual-report-2023-risk-management_extracted.txt,Risk Management
Response to Consultation Paper on Management of Outsourced Relevant Services_extracted.txt,Risk Management
pillar3-disclosures-2q-2021_extracted.txt,Risk Management
Information Paper on Environmental Risk Management Banks_extracted.txt,Risk Management
pillar3-disclosures-2q-2018_extracted.txt,Risk Management
pillar3-disclosures-3q-2021_extracted.txt,Risk Management
pillar3-disclosures-4q-2022_extracted.txt,Risk Management
Guidelines on Environmental Risk Management for Banks_extracted.txt,Risk Management
pillar3-disclosures-3q-2018_extracted.txt,Risk Management
Monograph - MAS Framework for Impact and Risk Assessment_revised Nov 2023_extracted.txt,Risk Management
FAQ - Notice on Technology Risk Management_extracted.txt,Risk Management
MAS Framework for Impact and Risk Assessment of Financial Institutions_extracted.txt,Risk Management
Guidelines on Definition of a Deposit_01 Jul 2021_extracted.txt,Risk Management
pillar3-disclosures-1q-2018_extracted.txt,Risk Management
pillar3-disclosures-1q-2021_extracted.txt,Risk Management
pillar3-disclosures-1q-2019 (1)_extracted.txt,Risk Management
Guidelines on Outsourcing Banks_extracted.txt,Risk Management
pillar3-disclosures-1q-2022_extracted.txt,Risk Management
pillar3-disclosures-2q-2022_extracted.txt,Risk Management
Consumer Credit Report_Updated_30_Oct_2024_extracted.txt,Risk Management
ocbc_risk-management_extracted.txt,Risk Management
MAS Notice 1108 Cancellation_extracted.txt,Risk Management
pillar3-disclosures-4q-2021_extracted.txt,Risk Management
pillar_3_global_sys_4q_2017_extracted.txt,Risk Management
pillar3-disclosures-3q-2022_extracted.txt,Risk Management
risk-management_extracted.txt,Risk Management
MAS Notice 1005_29 Jun 2021_extracted.txt,Risk Management
pillar3-disclosures-1q-2023_extracted.txt,Risk Management
Singapore’s National Money Laundering and Terrorist Financing Risk Assessment _extracted.txt,Risk Management
Global Proxy Voting Policy - 2024_extracted.txt,Risk Management
Consultation Paper on Guidelines on Transition Planning Banks_extracted.txt,Risk Management
pillar3-disclosures-3q-2023_extracted.txt,Risk Management
8 Credit Facilities and Limits 01 Nov 1985_extracted.txt,Risk Management
pillar3-disclosures-4q-2020_extracted.txt,Risk Management
Guidelines on Risk Management Practices  Internal Controls July 2024_extracted.txt,Risk Management
pillar3-disclosures-3q-2019_extracted.txt,Risk Management
MAS Notices 644 655 644A 655A 1114 1118 Cancellation 2024_extracted.txt,Risk Management
pillar3-disclosures-3q-2020_extracted.txt,Risk Management
pillar3-disclosures-2q-2019_extracted.txt,Risk Management
MAS Notice FSM-N11_extracted.txt,Risk Management
pillar3-disclosures-2q-2020_extracted.txt,Risk Management
pillar3-disclosures-1q-2020_extracted.txt,Risk Management
blue_book_wholesale_extracted.txt,Risk Management
pillar3-disclosures-1q-2019_extracted.txt,Risk Management
ABS Listings Due Diligence Guidelines_0_extracted.txt,Risk Management
ssa-315-(revised-august-2021)_extracted.txt,Risk Management
TRM Guidelines 18 January 2021_extracted.txt,Risk Management
MAS Notice 1015 effective 01 July 2024_extracted.txt,Risk Management
pillar3-disclosures-3q-2017_extracted.txt,Risk Management
MAS Notice 1005A_30 Jun 2021_extracted.txt,Risk Management
Outsourcing Guidelines_Jul 2016 revised on 5 Oct 2018_extracted.txt,Risk Management
pillar3-disclosures-2q-2017_extracted.txt,Risk Management
Directive 5_extracted.txt,Risk Management
BCM-Guidelines-June-2022_extracted.txt,Risk Management
FAQ - Notice on Cyber Hygiene_extracted.txt,Risk Management
Compliance Toolkit for Merchant Banks Last Revised 12 September 2024_extracted.txt,Risk Management
regulatory-disclosures-pillar-3-disclosures-3q-2024_extracted.txt,Risk Management
MAS Notice 1121 - 4_extracted.txt,Risk Management
2021-pmp-public-reportb51281ca53314f4983b0cbda8b870776_extracted.txt,Audit Reports
Auditor_s-Report-2020_extracted.txt,Audit Reports
Auditor_s-Report-2019_extracted.txt,Audit Reports
2020-pmp-public-report_extracted.txt,Audit Reports
practicemonitoringprogramme_12thpublicreport2018_extracted.txt,Audit Reports
11th_pmp_report_2017_extracted.txt,Audit Reports
audit-regulatory-report-2023_extracted.txt,Audit Reports
acra-frsp-3rd-report-(2020)_extracted.txt,Audit Reports
pmp-report-2022_extracted.txt,Audit Reports
Guide to Internal Review on the Sustainability Report_extracted.txt,Audit Reports
auditors-report–2023_extracted.txt,Audit Reports
acra10thpmpreport_extracted.txt,Audit Reports
audit-regulatory-report-2024_extracted.txt,Audit Reports
2019-pmp-public-report_extracted.txt,Audit Reports
acra_frsp_a4_mr-(a3)_extracted.txt,Audit Reports
Auditor_s-Report-2022_extracted.txt,Audit Reports
independent-auditors-report (1)_extracted.txt,Audit Reports
2015pmppublicreport_extracted.txt,Audit Reports
MAS Notice 1113 Motor Vehicle Loans - Merchant Bank_1 July 2021_extracted.txt,Consumer Finance
Notice 1107 Bridging Loans for the Purchase of Immovable Properties_1 Jul 2021_extracted.txt,Consumer Finance
MAS 1106A 2023_04_extracted.txt,Consumer Finance
Notice 1109 Unsecured Credit Facilities to Individuals_1 Jul 2021_extracted.txt,Consumer Finance
MAS Notice 1115_TDSR_290922_extracted.txt,Consumer Finance
2021-06-28 MAS Notice 1106_extracted.txt,Consumer Finance
2021-06-28 Notice 1115A_COVID_TDSR_extracted.txt,Consumer Finance
MAS NOTICE 1004_11062021_extracted.txt,Consumer Finance
2021-06-28 Notice 1106B_COVID_LTV_extracted.txt,Consumer Finance
SISV-Valuation-Practice-Guide_extracted.txt,Consumer Finance
Practice Bulletin_ Assessment of Internal Audit Function_extracted.txt,Financial Regulations
Tenets of Effective Regulation_extracted.txt,Financial Regulations
MAS-SGX Trade Surveillance Practice Guide_extracted.txt,Financial Regulations
Enforcement Monograph Final Revised Apr 20221_extracted.txt,Financial Regulations
IFA - SGX Guide (final)_extracted.txt,Financial Regulations
SFLCBReg_extracted.txt,Financial Regulations
Board-and-Senior-Mgmt_01 Jul 2021_extracted.txt,Financial Regulations
Code of Corporate Governance Disclosure Guide_extracted.txt,Financial Regulations
Guidance Notes on Acctg Std_POST FRG_FINAL_0_extracted.txt,Financial Regulations
Guidelines_Regulation_of_Markets_extracted.txt,Financial Regulations
Guidance Note on Change of Auditors_0_extracted.txt,Financial Regulations
The Singapore Guide to Conduct and Market Practices for the Wholesale Financial Markets_extracted.txt,Financial Regulations
pwc-tob-eng_extracted.txt,Financial Regulations
Guidance Note on Financial Statements Disclosure_0_extracted.txt,Financial Regulations
corporate-governance_extracted.txt,Financial Regulations
Guidelines on Individual Accountability and Conduct_extracted.txt,Financial Regulations
Guidelines on Provision of Consumer Protection Safeguards by Digital Payment Token Service Providers_extracted.txt,Financial Regulations
Guidance-Countering-Proliferation-Financing.txt.coredownload_extracted.txt,Anti Money Laundering
Guidance for Effective AML CFT Transaction Monitoring Controls_extracted.txt,Anti Money Laundering
Guidelines for Financial Institutions to Safeguard the Integrity of Singapores Financial System  Sep 2011_extracted.txt,Anti Money Laundering
MAS Notice 1014 last revised on 1 March 2022_extracted.txt,Anti Money Laundering
6. MAS Anti-Money Laundering (AML) Reports_extracted.txt,Anti Money Laundering
MAS Notice PSN10 - Exempt Payment Service Providers_extracted.txt,Anti Money Laundering
Industry Perspectives  Adopting Data Analytics Methods for AMLCFT_extracted.txt,Anti Money Laundering
MAS Notice 626 last revised on 1 March 2022_extracted.txt,Anti Money Laundering
best-practices-for-countering-trade-based-money-laundering_extracted.txt,Anti Money Laundering
Money Laundering National Risk Assessment_extracted.txt,Anti Money Laundering
rfa-guidelines_v2-4_13-jan-2023_extracted.txt,Anti Money Laundering
BCBS Guidelines for AMLCFT June 2017_extracted.txt,Anti Money Laundering
Circular - Non-Face-to-Face Customer Due Diligence Measures-1_extracted.txt,Anti Money Laundering
Notice PSN01 dated 2 April 2024_extracted.txt,Anti Money Laundering
Guidelines to MAS Notice SFA02-N05  January 2025_extracted.txt,Anti Money Laundering
626 Banks_GCO vetted_extracted.txt,Anti Money Laundering
MAS Notice PSN10  Exempt Payment Service Providers Tracked_extracted.txt,Anti Money Laundering
Circular on MyInfo and CDD on NFTF business relations_extracted.txt,Anti Money Laundering
Guidance on AML CFT Controls in Trade Finance and Correspondent Banking_extracted.txt,Anti Money Laundering
Effective Practices to Detect and Mitigate the Risk from Misuse of Legal Persons June 2019_extracted.txt,Anti Money Laundering
legal-persons-misuse-typologies-and-best-practice_extracted.txt,Anti Money Laundering
Notice PSM-N01 dated 1 March 2022-1_extracted.txt,Anti Money Laundering
money-laundering-and-terrorism-financing-risk-assessment-of-legal-persons_extracted.txt,Anti Money Laundering
2024-money-laundering-risk-assessment-report_extracted.txt,Anti Money Laundering
acip-best-practices-for-the-management-of-ml-tf-and-pf-risks-from-customer-relationships-with-a-nexus-to-digital-assets_100723-(publish)_extracted.txt,Anti Money Laundering
Guidance to Capital Markets Intermediaries on Enhancing AMLCFT Frameworks and Controls_extracted.txt,Anti Money Laundering
COSMIC Notice Mar 2024 - Final_extracted.txt,Anti Money Laundering
Guidelines to MAS Notice 1014  November 2015_extracted.txt,Anti Money Laundering
Infographic on Effective AMLCFT Transaction Monitoring Controls_extracted.txt,Anti Money Laundering
MANEXT 1 2012 Cancellation Notice_extracted.txt,Anti Money Laundering
Guidelines for regulated dealers_Annexes_20240502_v4.0_extracted.txt,Anti Money Laundering
Compliance Toolkit for Merchant Banks Last Revised 12 September 2024_extracted.txt,Anti Money Laundering
Guidelines to PSN01 dated 2 April 2024_extracted.txt,Anti Money Laundering
Network Security-Proposals_extracted.txt,Technology
Cyber-Security-Reports-2023-01-01_extracted.txt,Technology
5f57eed0d983f9acc1ca0af0_360Alumni API Documentation_extracted.txt,Technology
singapore-cyber-landscape-2023_extracted.txt,Technology
TR2024_Full-Report_FINAL_LINKED_extracted.txt,Technology
US-SDLCM-ML022610501_extracted.txt,Technology
credit_facilities_extracted.txt,Loans
Phoenix Capital and Adamantium Capital Loan Agreement_extracted.txt,Loans
mom_sb_extracted.txt,Loans
k-Non-Project-AC-1st-party-LOAN-AGREEMENT-LL-CL-DCL_Jan24_extracted.txt,Loans
Guarantee to Bank_extracted.txt,Loans
mom_sb_mw_extracted.txt,Loans
LexologyGTDTPrivateMergersandAcquisitions2023Singaporechapter_extracted.txt,Mergers and Acquisitions
transaction-trail-annual-report-2021_extracted.txt,Mergers and Acquisitions
se-asia-ma-due-diligence-checklist-2020-07-22_extracted.txt,Mergers and Acquisitions
abs_listings_due_iligence_guidelines_extracted.txt,Mergers and Acquisitions
Due-Diligence-for-Private-Acquisitions-in-Singapore_extracted.txt,Mergers and Acquisitions
049_SINGAPORE-L-P_extracted.txt,Mergers and Acquisitions
mpdf_extracted.txt,Mergers and Acquisitions
public-mergers-and-acquisitions-in-singapore-overview.txt_extracted.txt,Mergers and Acquisitions
Legal-Guidelines-for-Smart-Derivatives-Contracts-ISDA-Master-Agreement_extracted.txt,Derivatives
FAQs on the Securities and Futures Reporting of Derivatives Contracts Regulations 2013 15 Feb 2024 3_extracted.txt,Derivatives
Guidelines to the Securities and Futures Reporting of Derivatives Contracts Regulations_extracted.txt,Derivatives
otc_hy1605_extracted.txt,Derivatives
"Derivatives markets, products and participants_extracted.txt",Derivatives
pwcderivativesguide0324_extracted.txt,Derivatives
SG-Employment Act 1968_extracted.txt,Employment
SG-MOM-workright-employers-toolkit-2022_extracted.txt,Employment
EC_extracted.txt,Employment
SG-MOM-workright-guide-employment-laws_extracted.txt,Employment
Sample Employment Contract_extracted.txt,Employment
Employment-Contract-Agreement_extracted.txt,Employment
IMDA MODEL CONFIDENTIALITY AGREEMENT_extracted.txt,Non-Disclosure Agreements (NDA)
Standard-Employment-Agreement_extracted.txt,Non-Disclosure Agreements (NDA)
Employee-Non-Disclosure-Agreement-NDA_extracted.txt,Non-Disclosure Agreements (NDA)
VIMA - Model Non-Disclosure Agreement (22.11.2019).doc_ver=2020-02-18-121905-533_extracted.txt,Non-Disclosure Agreements (NDA)
GEL-NDA_extracted.txt,Non-Disclosure Agreements (NDA)
Basic-Non-Disclosure-Agreement_extracted.txt,Non-Disclosure Agreements (NDA)
NDA+FichePrésentation_extracted.txt,Non-Disclosure Agreements (NDA)
The_Singapore_Code_on_Take_Overs_and_Merger_24 January 2019_extracted.txt,Partnerships
5891-european-union-and-argentina-transition-mineral-agreement-2023_extracted.txt,Partnerships
DigitalWorld & Trump M&A_extracted.txt,Partnerships
Master Trading Agreement_extracted.txt,Client Agreements
Insti Client Agreement (cse166-180222) (GL190722)_extracted.txt,Client Agreements
MEPSplus Svc Agreement_wef 8 Feb 2021_v2_extracted.txt,Client Agreements
capitalxtend-client-agreement-v10-28112023_extracted.txt,Client Agreements
CFRP23Feb_extracted.txt,Client Agreements
E-StatementsTnC_extracted.txt,Client Agreements
ian de vaz_due diligence_extracted.txt,Client Agreements
agreement_extracted.txt,Client Agreements
uob-bib-service-agreement_extracted.txt,Client Agreements
2002-isda-ma_extracted.txt,Client Agreements
general_terms_and_conditions_extracted.txt,Client Agreements
schedules-to-client-agreement_extracted.txt,Client Agreements
uobaminvest_termsandconditions_extracted.txt,Client Agreements
1-s2.0-S0959652612004234-main_extracted.txt,Strategic
Achieving_full_potential_through_strategies_work_extracted.txt,Strategic
BB_Strategies_for_growth_extracted.txt,Strategic
BAIN_BOOK_Management_Tools_2017_extracted.txt,Strategic
BCG_Designing_the_Corporate_Center_May_2013_tcm9-97479_extracted.txt,Strategic
bcg-infrastructure-strategy-2024-creating-value-through-operational-excellence-mar-2024_extracted.txt,Strategic
introducing-the-next-gen-operating-model_extracted.txt,Strategic
deloitte-sea-strategy-services-brochure-noexp_extracted.txt,Strategic
IJISRT24AUG1426_extracted.txt,Strategic
BCG-Your-Capabilities-Need-a-Strategy-Mar-2019_tcm9-215825_extracted.txt,Strategic
Market Entry Strategies for PRC_extracted.txt,Strategic
UH Onboarding Manual_extracted.txt,Administrative
monthly-timesheet-template_extracted.txt,Administrative
Sample-Employee-Handbook_extracted.txt,Administrative
netflix_culture_extracted.txt,Administrative
us_osha_standard_operating_procedures_extracted.txt,Operational
sg-MAS-BCM-Guidelines-June-2022_extracted.txt,Operational
sg-cass-ac121-2-3(rev-0)-sop-for-flight-crew-members_extracted.txt,Operational
PA00JM8D_extracted.txt,Operational
nucats-overview-of-sops_extracted.txt,Operational
jpm_sop_extracted.txt,Operational
sgsecure-guide-for-workplaces_extracted.txt,Operational
NUS-SOP-Medicine-25 office safety_extracted.txt,Operational
MGIC-USA-Procurement---Standard-Operating-Procedure-March-2023_extracted.txt,Operational
the-10-billion-opportunity-in-green-shipping.txt,Sustainability
